TyreLife,CompoundEnc,RaceLapPct,Stint,FuelLoad,IsWarmup,TrackTemp,AirTemp,CircuitThrottlePct,CircuitBrakePct,CircuitAvgSpeed,Driver,Team,LapTimeSec,Compound,Circuit,Year,LapNumber,TyreLife
6.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,NOR,McLaren,89.796,SOFT,Spanish Grand Prix,2022,6.0,6.0
6.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,TSU,AlphaTauri,90.018,SOFT,Spanish Grand Prix,2022,6.0,6.0
6.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,GAS,AlphaTauri,89.945,SOFT,Spanish Grand Prix,2022,6.0,6.0
9.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,VET,Aston Martin,90.45,SOFT,Spanish Grand Prix,2022,6.0,9.0
6.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,ALO,Alpine,90.389,SOFT,Spanish Grand Prix,2022,6.0,6.0
9.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,STR,Aston Martin,91.457,SOFT,Spanish Grand Prix,2022,6.0,9.0
6.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,ZHO,Alfa Romeo,90.711,SOFT,Spanish Grand Prix,2022,6.0,6.0
6.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,ALB,Williams,91.25,SOFT,Spanish Grand Prix,2022,6.0,6.0
6.0,0,0.09090909090909091,1.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,LAT,Williams,91.335,SOFT,Spanish Grand Prix,2022,6.0,6.0
7.0,0,0.09090909090909091,2.0,101.0,0,49.3,37.0,46.71731774657509,20.409066681129865,193.6659965831922,HAM,Mercedes,88.986,SOFT,Spanish Grand Prix,2022,6.0,7.0
5.0,1,0.09090909090909091,2.0,101.0,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,MAG,Haas F1 Team,88.784,MEDIUM,Spanish Grand Prix,2022,6.0,5.0
7.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,LEC,Ferrari,87.897,SOFT,Spanish Grand Prix,2022,7.0,7.0
10.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,VER,Red Bull Racing,88.07,SOFT,Spanish Grand Prix,2022,7.0,10.0
10.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,RUS,Mercedes,88.74,SOFT,Spanish Grand Prix,2022,7.0,10.0
10.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,PER,Red Bull Racing,88.456,SOFT,Spanish Grand Prix,2022,7.0,10.0
10.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,SAI,Ferrari,103.795,SOFT,Spanish Grand Prix,2022,7.0,10.0
10.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,BOT,Alfa Romeo,89.508,SOFT,Spanish Grand Prix,2022,7.0,10.0
7.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,OCO,Alpine,89.725,SOFT,Spanish Grand Prix,2022,7.0,7.0
9.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,MSC,Haas F1 Team,90.338,SOFT,Spanish Grand Prix,2022,7.0,9.0
10.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,RIC,McLaren,90.399,SOFT,Spanish Grand Prix,2022,7.0,10.0
7.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,NOR,McLaren,90.165,SOFT,Spanish Grand Prix,2022,7.0,7.0
7.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,TSU,AlphaTauri,90.32,SOFT,Spanish Grand Prix,2022,7.0,7.0
7.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,GAS,AlphaTauri,91.338,SOFT,Spanish Grand Prix,2022,7.0,7.0
10.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,VET,Aston Martin,91.635,SOFT,Spanish Grand Prix,2022,7.0,10.0
7.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,ALO,Alpine,89.656,SOFT,Spanish Grand Prix,2022,7.0,7.0
7.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,ZHO,Alfa Romeo,90.865,SOFT,Spanish Grand Prix,2022,7.0,7.0
10.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,STR,Aston Martin,91.49,SOFT,Spanish Grand Prix,2022,7.0,10.0
7.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,ALB,Williams,91.389,SOFT,Spanish Grand Prix,2022,7.0,7.0
7.0,0,0.10606060606060606,1.0,99.5,0,49.5,36.9,46.71731774657509,20.409066681129865,193.6659965831922,LAT,Williams,91.34,SOFT,Spanish Grand Prix,2022,7.0,7.0
