TyreLife,CompoundEnc,RaceLapPct,Stint,FuelLoad,IsWarmup,TrackTemp,AirTemp,CircuitThrottlePct,CircuitBrakePct,CircuitAvgSpeed,Driver,Team,LapTimeSec,Compound,Circuit,Year,LapNumber,TyreLife
6.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,ALO,Alpine,100.226,SOFT,Bahrain Grand Prix,2022,3.0,6.0
3.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,OCO,Alpine,100.248,SOFT,Bahrain Grand Prix,2022,3.0,3.0
3.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,ALB,Williams,100.664,SOFT,Bahrain Grand Prix,2022,3.0,3.0
3.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,TSU,AlphaTauri,100.618,SOFT,Bahrain Grand Prix,2022,3.0,3.0
3.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,MSC,Haas F1 Team,100.747,SOFT,Bahrain Grand Prix,2022,3.0,3.0
6.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,BOT,Alfa Romeo,100.732,SOFT,Bahrain Grand Prix,2022,3.0,6.0
3.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,HUL,Aston Martin,100.638,SOFT,Bahrain Grand Prix,2022,3.0,3.0
3.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,STR,Aston Martin,100.887,SOFT,Bahrain Grand Prix,2022,3.0,3.0
3.0,1,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,NOR,McLaren,101.785,MEDIUM,Bahrain Grand Prix,2022,3.0,3.0
3.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,ZHO,Alfa Romeo,100.183,SOFT,Bahrain Grand Prix,2022,3.0,3.0
3.0,0,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,LAT,Williams,101.668,SOFT,Bahrain Grand Prix,2022,3.0,3.0
3.0,1,0.05263157894736842,1.0,105.5,0,29.0,23.8,55.587845728589876,22.0863258667762,198.487162145791,RIC,McLaren,101.711,MEDIUM,Bahrain Grand Prix,2022,3.0,3.0
4.0,0,0.07017543859649122,1.0,104.0,0,28.8,23.8,55.587845728589876,22.0863258667762,198.487162145791,LEC,Ferrari,98.414,SOFT,Bahrain Grand Prix,2022,4.0,4.0
7.0,0,0.07017543859649122,1.0,104.0,0,28.8,23.8,55.587845728589876,22.0863258667762,198.487162145791,VER,Red Bull Racing,98.566,SOFT,Bahrain Grand Prix,2022,4.0,7.0
7.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,SAI,Ferrari,98.923,SOFT,Bahrain Grand Prix,2022,4.0,7.0
6.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,HAM,Mercedes,98.892,SOFT,Bahrain Grand Prix,2022,4.0,6.0
7.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,PER,Red Bull Racing,98.741,SOFT,Bahrain Grand Prix,2022,4.0,7.0
4.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,MAG,Haas F1 Team,99.642,SOFT,Bahrain Grand Prix,2022,4.0,4.0
7.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,RUS,Mercedes,99.772,SOFT,Bahrain Grand Prix,2022,4.0,7.0
7.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,GAS,AlphaTauri,100.158,SOFT,Bahrain Grand Prix,2022,4.0,7.0
7.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,ALO,Alpine,100.097,SOFT,Bahrain Grand Prix,2022,4.0,7.0
4.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,OCO,Alpine,100.209,SOFT,Bahrain Grand Prix,2022,4.0,4.0
4.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,ALB,Williams,101.126,SOFT,Bahrain Grand Prix,2022,4.0,4.0
4.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,TSU,AlphaTauri,100.958,SOFT,Bahrain Grand Prix,2022,4.0,4.0
4.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,MSC,Haas F1 Team,101.163,SOFT,Bahrain Grand Prix,2022,4.0,4.0
7.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,BOT,Alfa Romeo,101.127,SOFT,Bahrain Grand Prix,2022,4.0,7.0
4.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,HUL,Aston Martin,101.189,SOFT,Bahrain Grand Prix,2022,4.0,4.0
4.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,STR,Aston Martin,101.931,SOFT,Bahrain Grand Prix,2022,4.0,4.0
4.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,ZHO,Alfa Romeo,100.393,SOFT,Bahrain Grand Prix,2022,4.0,4.0
4.0,1,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,NOR,McLaren,101.459,MEDIUM,Bahrain Grand Prix,2022,4.0,4.0
4.0,0,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,LAT,Williams,101.947,SOFT,Bahrain Grand Prix,2022,4.0,4.0
4.0,1,0.07017543859649122,1.0,104.0,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,RIC,McLaren,101.803,MEDIUM,Bahrain Grand Prix,2022,4.0,4.0
5.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,LEC,Ferrari,98.471,SOFT,Bahrain Grand Prix,2022,5.0,5.0
8.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,VER,Red Bull Racing,98.877,SOFT,Bahrain Grand Prix,2022,5.0,8.0
