Circuit,Model,Sigma,Snap_pct,Snap_lap,Flip_rate,Mean_time_delta_s,Baseline_rec,Baseline_delta_s
Bahrain Grand Prix,Linear Regression,0.0,0.25,14,0.0,28.4692,Stay Out,28.4692
Bahrain Grand Prix,Linear Regression,0.0,0.35,19,0.0,30.2216,Stay Out,30.2216
Bahrain Grand Prix,Linear Regression,0.0,0.45,25,0.0,31.974,Stay Out,31.974
Bahrain Grand Prix,Linear Regression,0.0,0.55,31,0.0,32.7956,Stay Out,32.7956
Bahrain Grand Prix,Linear Regression,0.0,0.65,37,0.0,31.0612,Stay Out,31.0612
Bahrain Grand Prix,Linear Regression,0.1,0.25,14,0.0,28.6488,Stay Out,28.4692
Bahrain Grand Prix,Linear Regression,0.1,0.35,19,0.0,30.1744,Stay Out,30.2216
Bahrain Grand Prix,Linear Regression,0.1,0.45,25,0.0,31.7809,Stay Out,31.974
Bahrain Grand Prix,Linear Regression,0.1,0.55,31,0.0,32.7635,Stay Out,32.7956
Bahrain Grand Prix,Linear Regression,0.1,0.65,37,0.0,31.1428,Stay Out,31.0612
Bahrain Grand Prix,Linear Regression,0.2,0.25,14,0.0,28.2032,Stay Out,28.4692
Bahrain Grand Prix,Linear Regression,0.2,0.35,19,0.0,30.0854,Stay Out,30.2216
Bahrain Grand Prix,Linear Regression,0.2,0.45,25,0.0,31.9501,Stay Out,31.974
Bahrain Grand Prix,Linear Regression,0.2,0.55,31,0.0,33.4857,Stay Out,32.7956
Bahrain Grand Prix,Linear Regression,0.2,0.65,37,0.0,30.763,Stay Out,31.0612
Bahrain Grand Prix,Linear Regression,0.3,0.25,14,0.0,28.6689,Stay Out,28.4692
Bahrain Grand Prix,Linear Regression,0.3,0.35,19,0.0,29.7485,Stay Out,30.2216
Bahrain Grand Prix,Linear Regression,0.3,0.45,25,0.0,31.586,Stay Out,31.974
Bahrain Grand Prix,Linear Regression,0.3,0.55,31,0.0,31.9308,Stay Out,32.7956
Bahrain Grand Prix,Linear Regression,0.3,0.65,37,0.0,30.5376,Stay Out,31.0612
Bahrain Grand Prix,Linear Regression,0.5,0.25,14,0.0,29.7049,Stay Out,28.4692
Bahrain Grand Prix,Linear Regression,0.5,0.35,19,0.0,29.2909,Stay Out,30.2216
Bahrain Grand Prix,Linear Regression,0.5,0.45,25,0.0,32.8708,Stay Out,31.974
Bahrain Grand Prix,Linear Regression,0.5,0.55,31,0.0,32.7045,Stay Out,32.7956
Bahrain Grand Prix,Linear Regression,0.5,0.65,37,0.0,31.0572,Stay Out,31.0612
Bahrain Grand Prix,Linear Regression,0.75,0.25,14,0.0,30.3784,Stay Out,28.4692
Bahrain Grand Prix,Linear Regression,0.75,0.35,19,0.0,31.1714,Stay Out,30.2216
Bahrain Grand Prix,Linear Regression,0.75,0.45,25,0.0,31.7093,Stay Out,31.974
Bahrain Grand Prix,Linear Regression,0.75,0.55,31,0.0,30.9594,Stay Out,32.7956
Bahrain Grand Prix,Linear Regression,0.75,0.65,37,0.0,32.0139,Stay Out,31.0612
Bahrain Grand Prix,Linear Regression,1.0,0.25,14,0.0,28.5989,Stay Out,28.4692
Bahrain Grand Prix,Linear Regression,1.0,0.35,19,0.0,27.8422,Stay Out,30.2216
Bahrain Grand Prix,Linear Regression,1.0,0.45,25,0.0,31.4465,Stay Out,31.974
Bahrain Grand Prix,Linear Regression,1.0,0.55,31,0.0,33.337,Stay Out,32.7956
Bahrain Grand Prix,Linear Regression,1.0,0.65,37,0.0,31.1594,Stay Out,31.0612
Bahrain Grand Prix,Linear Regression,1.5,0.25,14,0.0,25.2965,Stay Out,28.4692
Bahrain Grand Prix,Linear Regression,1.5,0.35,19,0.0,28.9035,Stay Out,30.2216
Bahrain Grand Prix,Linear Regression,1.5,0.45,25,0.0,30.862,Stay Out,31.974
Bahrain Grand Prix,Linear Regression,1.5,0.55,31,0.0,33.2471,Stay Out,32.7956
Bahrain Grand Prix,Linear Regression,1.5,0.65,37,0.0,29.6105,Stay Out,31.0612
Bahrain Grand Prix,Linear Regression,2.0,0.25,14,0.0667,28.61,Stay Out,28.4692
Bahrain Grand Prix,Linear Regression,2.0,0.35,19,0.0333,25.5462,Stay Out,30.2216
Bahrain Grand Prix,Linear Regression,2.0,0.45,25,0.0333,29.7873,Stay Out,31.974
Bahrain Grand Prix,Linear Regression,2.0,0.55,31,0.0,29.8503,Stay Out,32.7956
Bahrain Grand Prix,Linear Regression,2.0,0.65,37,0.0,29.8543,Stay Out,31.0612
Bahrain Grand Prix,Ridge Regression,0.0,0.25,14,0.0,28.8971,Stay Out,28.8971
Bahrain Grand Prix,Ridge Regression,0.0,0.35,19,0.0,30.5183,Stay Out,30.5183
Bahrain Grand Prix,Ridge Regression,0.0,0.45,25,0.0,32.1395,Stay Out,32.1395
Bahrain Grand Prix,Ridge Regression,0.0,0.55,31,0.0,32.8598,Stay Out,32.8598
Bahrain Grand Prix,Ridge Regression,0.0,0.65,37,0.0,31.0687,Stay Out,31.0687
Bahrain Grand Prix,Ridge Regression,0.1,0.25,14,0.0,28.9535,Stay Out,28.8971
Bahrain Grand Prix,Ridge Regression,0.1,0.35,19,0.0,30.3988,Stay Out,30.5183
Bahrain Grand Prix,Ridge Regression,0.1,0.45,25,0.0,32.3752,Stay Out,32.1395
Bahrain Grand Prix,Ridge Regression,0.1,0.55,31,0.0,32.7888,Stay Out,32.8598
Bahrain Grand Prix,Ridge Regression,0.1,0.65,37,0.0,31.1079,Stay Out,31.0687
Bahrain Grand Prix,Ridge Regression,0.2,0.25,14,0.0,28.7852,Stay Out,28.8971
Bahrain Grand Prix,Ridge Regression,0.2,0.35,19,0.0,30.7941,Stay Out,30.5183
Bahrain Grand Prix,Ridge Regression,0.2,0.45,25,0.0,32.5315,Stay Out,32.1395
Bahrain Grand Prix,Ridge Regression,0.2,0.55,31,0.0,33.1622,Stay Out,32.8598
Bahrain Grand Prix,Ridge Regression,0.2,0.65,37,0.0,30.863,Stay Out,31.0687
Bahrain Grand Prix,Ridge Regression,0.3,0.25,14,0.0,28.7706,Stay Out,28.8971
Bahrain Grand Prix,Ridge Regression,0.3,0.35,19,0.0,30.9507,Stay Out,30.5183
Bahrain Grand Prix,Ridge Regression,0.3,0.45,25,0.0,31.6409,Stay Out,32.1395
Bahrain Grand Prix,Ridge Regression,0.3,0.55,31,0.0,32.8951,Stay Out,32.8598
Bahrain Grand Prix,Ridge Regression,0.3,0.65,37,0.0,30.9613,Stay Out,31.0687
Bahrain Grand Prix,Ridge Regression,0.5,0.25,14,0.0,28.155,Stay Out,28.8971
Bahrain Grand Prix,Ridge Regression,0.5,0.35,19,0.0,31.1832,Stay Out,30.5183
Bahrain Grand Prix,Ridge Regression,0.5,0.45,25,0.0,32.4916,Stay Out,32.1395
Bahrain Grand Prix,Ridge Regression,0.5,0.55,31,0.0,32.9352,Stay Out,32.8598
Bahrain Grand Prix,Ridge Regression,0.5,0.65,37,0.0,31.1561,Stay Out,31.0687
Bahrain Grand Prix,Ridge Regression,0.75,0.25,14,0.0,29.2755,Stay Out,28.8971
Bahrain Grand Prix,Ridge Regression,0.75,0.35,19,0.0,29.5175,Stay Out,30.5183
Bahrain Grand Prix,Ridge Regression,0.75,0.45,25,0.0,32.469,Stay Out,32.1395
Bahrain Grand Prix,Ridge Regression,0.75,0.55,31,0.0,33.5936,Stay Out,32.8598
Bahrain Grand Prix,Ridge Regression,0.75,0.65,37,0.0,29.4871,Stay Out,31.0687
Bahrain Grand Prix,Ridge Regression,1.0,0.25,14,0.0,27.2222,Stay Out,28.8971
Bahrain Grand Prix,Ridge Regression,1.0,0.35,19,0.0,27.0298,Stay Out,30.5183
Bahrain Grand Prix,Ridge Regression,1.0,0.45,25,0.0,30.1399,Stay Out,32.1395
Bahrain Grand Prix,Ridge Regression,1.0,0.55,31,0.0,32.2104,Stay Out,32.8598
Bahrain Grand Prix,Ridge Regression,1.0,0.65,37,0.0,31.2476,Stay Out,31.0687
Bahrain Grand Prix,Ridge Regression,1.5,0.25,14,0.0,27.8317,Stay Out,28.8971
Bahrain Grand Prix,Ridge Regression,1.5,0.35,19,0.0,29.3449,Stay Out,30.5183
Bahrain Grand Prix,Ridge Regression,1.5,0.45,25,0.0,29.4002,Stay Out,32.1395
Bahrain Grand Prix,Ridge Regression,1.5,0.55,31,0.0,30.9531,Stay Out,32.8598
Bahrain Grand Prix,Ridge Regression,1.5,0.65,37,0.0,29.7073,Stay Out,31.0687
Bahrain Grand Prix,Ridge Regression,2.0,0.25,14,0.0667,23.9583,Stay Out,28.8971
Bahrain Grand Prix,Ridge Regression,2.0,0.35,19,0.0667,30.2737,Stay Out,30.5183
Bahrain Grand Prix,Ridge Regression,2.0,0.45,25,0.0333,26.2684,Stay Out,32.1395
Bahrain Grand Prix,Ridge Regression,2.0,0.55,31,0.0,28.33,Stay Out,32.8598
Bahrain Grand Prix,Ridge Regression,2.0,0.65,37,0.0,28.593,Stay Out,31.0687
Bahrain Grand Prix,Gradient Boosting,0.0,0.25,14,0.0,4.7391,Early 1-Stop,4.7391
Bahrain Grand Prix,Gradient Boosting,0.0,0.35,19,0.0,5.365,Early 1-Stop,5.365
Bahrain Grand Prix,Gradient Boosting,0.0,0.45,25,0.0,6.1941,Early 1-Stop,6.1941
Bahrain Grand Prix,Gradient Boosting,0.0,0.55,31,0.0,3.3097,Early 1-Stop,3.3097
Bahrain Grand Prix,Gradient Boosting,0.0,0.65,37,0.0,2.3003,Mid 1-Stop,2.3003
Bahrain Grand Prix,Gradient Boosting,0.1,0.25,14,0.0,4.807,Early 1-Stop,4.7391
Bahrain Grand Prix,Gradient Boosting,0.1,0.35,19,0.0,5.4425,Early 1-Stop,5.365
Bahrain Grand Prix,Gradient Boosting,0.1,0.45,25,0.0,6.0004,Early 1-Stop,6.1941
Bahrain Grand Prix,Gradient Boosting,0.1,0.55,31,0.0,3.2561,Early 1-Stop,3.3097
Bahrain Grand Prix,Gradient Boosting,0.1,0.65,37,0.0,2.185,Mid 1-Stop,2.3003
Bahrain Grand Prix,Gradient Boosting,0.2,0.25,14,0.0667,4.4577,Early 1-Stop,4.7391
Bahrain Grand Prix,Gradient Boosting,0.2,0.35,19,0.0,5.5986,Early 1-Stop,5.365
Bahrain Grand Prix,Gradient Boosting,0.2,0.45,25,0.0,6.1439,Early 1-Stop,6.1941
Bahrain Grand Prix,Gradient Boosting,0.2,0.55,31,0.0,3.4281,Early 1-Stop,3.3097
Bahrain Grand Prix,Gradient Boosting,0.2,0.65,37,0.0,2.587,Mid 1-Stop,2.3003
Bahrain Grand Prix,Gradient Boosting,0.3,0.25,14,0.0667,4.5334,Early 1-Stop,4.7391
Bahrain Grand Prix,Gradient Boosting,0.3,0.35,19,0.0,5.4723,Early 1-Stop,5.365
Bahrain Grand Prix,Gradient Boosting,0.3,0.45,25,0.0,6.9286,Early 1-Stop,6.1941
Bahrain Grand Prix,Gradient Boosting,0.3,0.55,31,0.1333,3.2641,Early 1-Stop,3.3097
Bahrain Grand Prix,Gradient Boosting,0.3,0.65,37,0.0667,2.3257,Mid 1-Stop,2.3003
Bahrain Grand Prix,Gradient Boosting,0.5,0.25,14,0.2,5.1424,Early 1-Stop,4.7391
Bahrain Grand Prix,Gradient Boosting,0.5,0.35,19,0.1333,4.2787,Early 1-Stop,5.365
Bahrain Grand Prix,Gradient Boosting,0.5,0.45,25,0.1,6.1131,Early 1-Stop,6.1941
Bahrain Grand Prix,Gradient Boosting,0.5,0.55,31,0.2,4.0178,Early 1-Stop,3.3097
Bahrain Grand Prix,Gradient Boosting,0.5,0.65,37,0.1667,3.0811,Mid 1-Stop,2.3003
Bahrain Grand Prix,Gradient Boosting,0.75,0.25,14,0.2333,5.8764,Early 1-Stop,4.7391
Bahrain Grand Prix,Gradient Boosting,0.75,0.35,19,0.3667,6.7346,Early 1-Stop,5.365
Bahrain Grand Prix,Gradient Boosting,0.75,0.45,25,0.0333,6.1051,Early 1-Stop,6.1941
Bahrain Grand Prix,Gradient Boosting,0.75,0.55,31,0.3667,4.0949,Early 1-Stop,3.3097
Bahrain Grand Prix,Gradient Boosting,0.75,0.65,37,0.4333,2.9196,Mid 1-Stop,2.3003
Bahrain Grand Prix,Gradient Boosting,1.0,0.25,14,0.4,7.7038,Early 1-Stop,4.7391
Bahrain Grand Prix,Gradient Boosting,1.0,0.35,19,0.3,10.0989,Early 1-Stop,5.365
Bahrain Grand Prix,Gradient Boosting,1.0,0.45,25,0.3,6.6016,Early 1-Stop,6.1941
Bahrain Grand Prix,Gradient Boosting,1.0,0.55,31,0.6333,4.4641,Early 1-Stop,3.3097
Bahrain Grand Prix,Gradient Boosting,1.0,0.65,37,0.4667,3.5228,Mid 1-Stop,2.3003
Bahrain Grand Prix,Gradient Boosting,1.5,0.25,14,0.3333,8.2686,Early 1-Stop,4.7391
Bahrain Grand Prix,Gradient Boosting,1.5,0.35,19,0.4333,7.7903,Early 1-Stop,5.365
Bahrain Grand Prix,Gradient Boosting,1.5,0.45,25,0.3,8.3571,Early 1-Stop,6.1941
Bahrain Grand Prix,Gradient Boosting,1.5,0.55,31,0.5,6.6835,Early 1-Stop,3.3097
Bahrain Grand Prix,Gradient Boosting,1.5,0.65,37,0.6,6.3838,Mid 1-Stop,2.3003
Bahrain Grand Prix,Gradient Boosting,2.0,0.25,14,0.5667,8.7495,Early 1-Stop,4.7391
Bahrain Grand Prix,Gradient Boosting,2.0,0.35,19,0.4667,10.7061,Early 1-Stop,5.365
Bahrain Grand Prix,Gradient Boosting,2.0,0.45,25,0.4,8.6746,Early 1-Stop,6.1941
Bahrain Grand Prix,Gradient Boosting,2.0,0.55,31,0.6333,8.8525,Early 1-Stop,3.3097
Bahrain Grand Prix,Gradient Boosting,2.0,0.65,37,0.5667,8.0757,Mid 1-Stop,2.3003
Bahrain Grand Prix,XGBoost,0.0,0.25,14,0.0,5.3267,Early 1-Stop,5.326700210571289
Bahrain Grand Prix,XGBoost,0.0,0.35,19,0.0,5.6057,Early 1-Stop,5.6057000160217285
Bahrain Grand Prix,XGBoost,0.0,0.45,25,0.0,6.179,Early 1-Stop,6.178999900817871
Bahrain Grand Prix,XGBoost,0.0,0.55,31,0.0,3.8745,Early 1-Stop,3.874500036239624
Bahrain Grand Prix,XGBoost,0.0,0.65,37,0.0,2.4657,Late 1-Stop,2.4656999111175537
Bahrain Grand Prix,XGBoost,0.1,0.25,14,0.0,5.3363,Early 1-Stop,5.326700210571289
Bahrain Grand Prix,XGBoost,0.1,0.35,19,0.0,5.4778,Early 1-Stop,5.6057000160217285
Bahrain Grand Prix,XGBoost,0.1,0.45,25,0.0,5.9882,Early 1-Stop,6.178999900817871
Bahrain Grand Prix,XGBoost,0.1,0.55,31,0.0,3.8497,Early 1-Stop,3.874500036239624
Bahrain Grand Prix,XGBoost,0.1,0.65,37,0.0,2.2578,Late 1-Stop,2.4656999111175537
Bahrain Grand Prix,XGBoost,0.2,0.25,14,0.0,5.0866,Early 1-Stop,5.326700210571289
Bahrain Grand Prix,XGBoost,0.2,0.35,19,0.0,6.2038,Early 1-Stop,5.6057000160217285
Bahrain Grand Prix,XGBoost,0.2,0.45,25,0.0,6.0066,Early 1-Stop,6.178999900817871
Bahrain Grand Prix,XGBoost,0.2,0.55,31,0.0,3.7304,Early 1-Stop,3.874500036239624
Bahrain Grand Prix,XGBoost,0.2,0.65,37,0.0,2.7948,Late 1-Stop,2.4656999111175537
Bahrain Grand Prix,XGBoost,0.3,0.25,14,0.0667,4.1655,Early 1-Stop,5.326700210571289
Bahrain Grand Prix,XGBoost,0.3,0.35,19,0.0667,6.1399,Early 1-Stop,5.6057000160217285
Bahrain Grand Prix,XGBoost,0.3,0.45,25,0.0,5.3918,Early 1-Stop,6.178999900817871
Bahrain Grand Prix,XGBoost,0.3,0.55,31,0.0667,3.7902,Early 1-Stop,3.874500036239624
Bahrain Grand Prix,XGBoost,0.3,0.65,37,0.0333,2.5882,Late 1-Stop,2.4656999111175537
Bahrain Grand Prix,XGBoost,0.5,0.25,14,0.1,5.5643,Early 1-Stop,5.326700210571289
Bahrain Grand Prix,XGBoost,0.5,0.35,19,0.1333,5.6099,Early 1-Stop,5.6057000160217285
Bahrain Grand Prix,XGBoost,0.5,0.45,25,0.1333,6.1564,Early 1-Stop,6.178999900817871
Bahrain Grand Prix,XGBoost,0.5,0.55,31,0.2667,2.1909,Early 1-Stop,3.874500036239624
Bahrain Grand Prix,XGBoost,0.5,0.65,37,0.2,3.2738,Late 1-Stop,2.4656999111175537
Bahrain Grand Prix,XGBoost,0.75,0.25,14,0.2333,5.5414,Early 1-Stop,5.326700210571289
Bahrain Grand Prix,XGBoost,0.75,0.35,19,0.3,7.0697,Early 1-Stop,5.6057000160217285
Bahrain Grand Prix,XGBoost,0.75,0.45,25,0.1333,8.469,Early 1-Stop,6.178999900817871
Bahrain Grand Prix,XGBoost,0.75,0.55,31,0.1667,4.88,Early 1-Stop,3.874500036239624
Bahrain Grand Prix,XGBoost,0.75,0.65,37,0.4333,3.0017,Late 1-Stop,2.4656999111175537
Bahrain Grand Prix,XGBoost,1.0,0.25,14,0.4333,5.917,Early 1-Stop,5.326700210571289
Bahrain Grand Prix,XGBoost,1.0,0.35,19,0.4667,5.4161,Early 1-Stop,5.6057000160217285
Bahrain Grand Prix,XGBoost,1.0,0.45,25,0.3,7.694,Early 1-Stop,6.178999900817871
Bahrain Grand Prix,XGBoost,1.0,0.55,31,0.5667,4.8784,Early 1-Stop,3.874500036239624
Bahrain Grand Prix,XGBoost,1.0,0.65,37,0.4,5.012,Late 1-Stop,2.4656999111175537
Bahrain Grand Prix,XGBoost,1.5,0.25,14,0.5,7.2166,Early 1-Stop,5.326700210571289
Bahrain Grand Prix,XGBoost,1.5,0.35,19,0.3667,9.7323,Early 1-Stop,5.6057000160217285
Bahrain Grand Prix,XGBoost,1.5,0.45,25,0.3667,9.2738,Early 1-Stop,6.178999900817871
Bahrain Grand Prix,XGBoost,1.5,0.55,31,0.6333,6.3451,Early 1-Stop,3.874500036239624
Bahrain Grand Prix,XGBoost,1.5,0.65,37,0.5667,4.5029,Late 1-Stop,2.4656999111175537
Bahrain Grand Prix,XGBoost,2.0,0.25,14,0.5,10.2549,Early 1-Stop,5.326700210571289
Bahrain Grand Prix,XGBoost,2.0,0.35,19,0.7,8.3012,Early 1-Stop,5.6057000160217285
Bahrain Grand Prix,XGBoost,2.0,0.45,25,0.5667,9.5669,Early 1-Stop,6.178999900817871
Bahrain Grand Prix,XGBoost,2.0,0.55,31,0.6667,5.8309,Early 1-Stop,3.874500036239624
Bahrain Grand Prix,XGBoost,2.0,0.65,37,0.6333,7.8422,Late 1-Stop,2.4656999111175537
Spanish Grand Prix,Linear Regression,0.0,0.25,16,0.0,2.7609,2-Stop,2.7609
Spanish Grand Prix,Linear Regression,0.0,0.35,23,0.0,2.8691,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,0.0,0.45,29,0.0,2.8691,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,0.0,0.55,36,0.0,3.0833,Early 1-Stop,3.0833
Spanish Grand Prix,Linear Regression,0.0,0.65,42,0.0,0.339,Stay Out,0.339
Spanish Grand Prix,Linear Regression,0.1,0.25,16,0.0,2.5163,2-Stop,2.7609
Spanish Grand Prix,Linear Regression,0.1,0.35,23,0.0,2.6209,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,0.1,0.45,29,0.0,2.868,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,0.1,0.55,36,0.0,2.9168,Early 1-Stop,3.0833
Spanish Grand Prix,Linear Regression,0.1,0.65,42,0.3333,0.6912,Stay Out,0.339
Spanish Grand Prix,Linear Regression,0.2,0.25,16,0.0333,3.8763,2-Stop,2.7609
Spanish Grand Prix,Linear Regression,0.2,0.35,23,0.0333,2.9754,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,0.2,0.45,29,0.1333,2.9287,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,0.2,0.55,36,0.0333,3.5894,Early 1-Stop,3.0833
Spanish Grand Prix,Linear Regression,0.2,0.65,42,0.2333,1.394,Stay Out,0.339
Spanish Grand Prix,Linear Regression,0.3,0.25,16,0.1333,2.9639,2-Stop,2.7609
Spanish Grand Prix,Linear Regression,0.3,0.35,23,0.2,2.9893,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,0.3,0.45,29,0.1,2.8602,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,0.3,0.55,36,0.0333,3.1742,Early 1-Stop,3.0833
Spanish Grand Prix,Linear Regression,0.3,0.65,42,0.4667,1.6319,Stay Out,0.339
Spanish Grand Prix,Linear Regression,0.5,0.25,16,0.3333,4.8547,2-Stop,2.7609
Spanish Grand Prix,Linear Regression,0.5,0.35,23,0.3,4.1606,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,0.5,0.45,29,0.1667,3.5386,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,0.5,0.55,36,0.1667,3.5352,Early 1-Stop,3.0833
Spanish Grand Prix,Linear Regression,0.5,0.65,42,0.6,1.7075,Stay Out,0.339
Spanish Grand Prix,Linear Regression,0.75,0.25,16,0.4,5.2759,2-Stop,2.7609
Spanish Grand Prix,Linear Regression,0.75,0.35,23,0.4333,4.518,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,0.75,0.45,29,0.4667,5.378,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,0.75,0.55,36,0.4333,3.9163,Early 1-Stop,3.0833
Spanish Grand Prix,Linear Regression,0.75,0.65,42,0.5333,2.9703,Stay Out,0.339
Spanish Grand Prix,Linear Regression,1.0,0.25,16,0.4667,5.744,2-Stop,2.7609
Spanish Grand Prix,Linear Regression,1.0,0.35,23,0.5,6.1547,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,1.0,0.45,29,0.4333,5.1845,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,1.0,0.55,36,0.4333,5.8068,Early 1-Stop,3.0833
Spanish Grand Prix,Linear Regression,1.0,0.65,42,0.4667,3.7111,Stay Out,0.339
Spanish Grand Prix,Linear Regression,1.5,0.25,16,0.6667,7.6485,2-Stop,2.7609
Spanish Grand Prix,Linear Regression,1.5,0.35,23,0.6333,7.4497,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,1.5,0.45,29,0.7,7.1496,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,1.5,0.55,36,0.5667,5.1257,Early 1-Stop,3.0833
Spanish Grand Prix,Linear Regression,1.5,0.65,42,0.7333,5.0804,Stay Out,0.339
Spanish Grand Prix,Linear Regression,2.0,0.25,16,0.5,10.4086,2-Stop,2.7609
Spanish Grand Prix,Linear Regression,2.0,0.35,23,0.5667,8.9444,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,2.0,0.45,29,0.3667,8.3218,Early 1-Stop,2.8691
Spanish Grand Prix,Linear Regression,2.0,0.55,36,0.6667,6.8669,Early 1-Stop,3.0833
Spanish Grand Prix,Linear Regression,2.0,0.65,42,0.6333,7.4144,Stay Out,0.339
Spanish Grand Prix,Ridge Regression,0.0,0.25,16,0.0,2.5503,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,0.0,0.35,23,0.0,2.6583,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.0,0.45,29,0.0,2.6583,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.0,0.55,36,0.0,2.9207,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,0.0,0.65,42,0.0,0.5844,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,0.1,0.25,16,0.0333,2.4095,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,0.1,0.35,23,0.0,2.4042,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.1,0.45,29,0.0,2.8325,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.1,0.55,36,0.0,2.9612,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,0.1,0.65,42,0.1333,0.7039,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,0.2,0.25,16,0.0667,3.3623,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,0.2,0.35,23,0.0667,2.1324,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.2,0.45,29,0.1333,2.7946,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.2,0.55,36,0.0,3.2449,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,0.2,0.65,42,0.3333,1.0988,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,0.3,0.25,16,0.1667,2.4853,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,0.3,0.35,23,0.3,2.516,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.3,0.45,29,0.2,3.0285,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.3,0.55,36,0.2667,2.6966,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,0.3,0.65,42,0.2,2.1559,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,0.5,0.25,16,0.4333,3.5249,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,0.5,0.35,23,0.2,3.9429,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.5,0.45,29,0.2667,3.8086,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.5,0.55,36,0.2667,3.3603,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,0.5,0.65,42,0.7,2.5286,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,0.75,0.25,16,0.3667,5.1911,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,0.75,0.35,23,0.4333,4.4008,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.75,0.45,29,0.2667,5.7388,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,0.75,0.55,36,0.4667,3.2551,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,0.75,0.65,42,0.5333,2.9941,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,1.0,0.25,16,0.4333,6.3677,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,1.0,0.35,23,0.4,6.3406,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,1.0,0.45,29,0.5667,5.5267,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,1.0,0.55,36,0.5667,4.0282,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,1.0,0.65,42,0.5,2.8922,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,1.5,0.25,16,0.5,8.16,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,1.5,0.35,23,0.7333,8.1125,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,1.5,0.45,29,0.4667,7.4634,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,1.5,0.55,36,0.5333,6.15,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,1.5,0.65,42,0.7333,4.7975,Stay Out,0.5844
Spanish Grand Prix,Ridge Regression,2.0,0.25,16,0.6667,7.5545,2-Stop,2.5503
Spanish Grand Prix,Ridge Regression,2.0,0.35,23,0.7333,10.7598,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,2.0,0.45,29,0.7,10.9829,Early 1-Stop,2.6583
Spanish Grand Prix,Ridge Regression,2.0,0.55,36,0.6333,8.4884,Early 1-Stop,2.9207
Spanish Grand Prix,Ridge Regression,2.0,0.65,42,0.6333,6.3651,Stay Out,0.5844
